window_index,out_batch_id,true_in_batch_id,correct_batch_prob,correct_batch_is_highest,anonymity_set_size,anonymity_set,n_clients,batch_size,batch_prob,sim_timestamp,utc_timestamp
1,0,9,0.3333333333333333,True,5,"{4, 5, 9, 14, 19}",20,4,"{14: 0.16666666666666666, 9: 0.3333333333333333, 19: 0.16666666666666666, 5: 0.16666666666666666, 4: 0.16666666666666666}",0.20552022657231156,1760999489
2,0,9,0.5,True,2,"{9, 5}",20,4,"{9: 0.5, 5: 0.5}",0.6788808581595042,1760999490
3,1,12,0.05263157894736842,False,13,"{0, 1, 4, 5, 8, 9, 11, 12, 13, 14, 17, 19, 20}",20,4,"{14: 0.05263157894736842, 9: 0.05263157894736842, 19: 0.05263157894736842, 5: 0.10526315789473684, 4: 0.05263157894736842, 12: 0.05263157894736842, 1: 0.05263157894736842, 11: 0.10526315789473684, 13: 0.05263157894736842, 0: 0.15789473684210525, 17: 0.15789473684210525, 8: 0.05263157894736842, 20: 0.05263157894736842}",1.0277786995774285,1760999490
3,0,9,0.5263157894736842,True,2,"{9, 5}",20,4,"{9: 0.5263157894736842, 5: 0.47368421052631576}",1.0277786995774285,1760999490
4,2,5,0.0893854748603352,False,13,"{0, 1, 4, 5, 8, 9, 11, 12, 13, 14, 17, 19, 20}",20,4,"{14: 0.05027932960893855, 9: 0.0446927374301676, 19: 0.05027932960893855, 5: 0.0893854748603352, 4: 0.05027932960893855, 12: 0.1005586592178771, 1: 0.05027932960893855, 11: 0.09497206703910614, 13: 0.05027932960893855, 0: 0.1340782122905028, 17: 0.1340782122905028, 8: 0.05027932960893855, 20: 0.1005586592178771}",1.1208036212151173,1760999490
4,0,9,0.547486033519553,True,2,"{9, 5}",20,4,"{9: 0.547486033519553, 5: 0.45251396648044695}",1.1208036212151173,1760999490
4,1,12,0.05307262569832402,False,13,"{0, 1, 4, 5, 8, 9, 11, 12, 13, 14, 17, 19, 20}",20,4,"{8: 0.055865921787709494, 14: 0.055865921787709494, 0: 0.15083798882681565, 4: 0.055865921787709494, 17: 0.15083798882681565, 12: 0.05307262569832402, 20: 0.05307262569832402, 11: 0.10614525139664804, 1: 0.055865921787709494, 19: 0.055865921787709494, 13: 0.055865921787709494, 5: 0.1005586592178771, 9: 0.05027932960893855}",1.1208036212151173,1760999490
5,3,0,0.12064090480678605,True,14,"{0, 1, 4, 5, 8, 9, 10, 11, 12, 13, 14, 17, 19, 20}",20,4,"{14: 0.05026704366949419, 9: 0.04021363493559535, 19: 0.05026704366949419, 5: 0.0804272698711907, 4: 0.05026704366949419, 12: 0.09519321394910461, 1: 0.05026704366949419, 11: 0.08985234055922087, 13: 0.05026704366949419, 0: 0.12064090480678605, 17: 0.12064090480678605, 8: 0.05026704366949419, 20: 0.09519321394910461, 10: 0.05623625510524662}",1.23365153616659,1760999490
5,0,9,0.5655042412818096,True,2,"{9, 5}",20,4,"{9: 0.5655042412818096, 5: 0.4344957587181904}",1.23365153616659,1760999490
5,1,12,0.053251649387370405,False,13,"{0, 1, 4, 5, 8, 9, 11, 12, 13, 14, 17, 19, 20}",20,4,"{14: 0.05906377631165567, 0: 0.14420358152686144, 4: 0.05906377631165567, 17: 0.14420358152686144, 12: 0.053251649387370405, 20: 0.053251649387370405, 11: 0.10650329877474081, 1: 0.05906377631165567, 19: 0.05906377631165567, 13: 0.05906377631165567, 8: 0.05906377631165567, 5: 0.09613572101790764, 9: 0.04806786050895382}",1.23365153616659,1760999490
5,2,5,0.08545397423814012,False,13,"{0, 1, 4, 5, 8, 9, 11, 12, 13, 14, 17, 19, 20}",20,4,"{8: 0.053094564875903236, 14: 0.053094564875903236, 0: 0.1281809613572102, 4: 0.053094564875903236, 17: 0.1281809613572102, 12: 0.10084825636192271, 20: 0.10084825636192271, 11: 0.09519321394910461, 1: 0.053094564875903236, 19: 0.053094564875903236, 13: 0.053094564875903236, 5: 0.08545397423814012, 9: 0.04272698711907006}",1.23365153616659,1760999490
