window_index,out_batch_id,true_in_batch_id,correct_batch_prob,correct_batch_is_highest,anonymity_set_size,anonymity_set,n_clients,batch_size,batch_prob,sim_timestamp,utc_timestamp
1,0,11,0.5,True,2,"{17, 11}",20,4,"{17: 0.5, 11: 0.5}",0.35349498632295295,1760963714
2,1,16,0.2,False,5,"{2, 11, 14, 16, 17}",20,4,"{17: 0.1, 11: 0.1, 14: 0.4, 16: 0.2, 2: 0.2}",0.8752809785568294,1760963715
2,0,11,0.5,True,2,"{17, 11}",20,4,"{17: 0.5, 11: 0.5}",0.8752809785568294,1760963715
3,2,1,0.10638297872340426,False,10,"{1, 2, 4, 9, 11, 12, 14, 16, 17, 18}",20,4,"{17: 0.0425531914893617, 11: 0.0425531914893617, 14: 0.1276595744680851, 16: 0.0851063829787234, 2: 0.1702127659574468, 18: 0.10638297872340426, 1: 0.10638297872340426, 4: 0.10638297872340426, 9: 0.10638297872340426, 12: 0.10638297872340426}",1.0722966973973536,1760963715
3,0,11,0.5,True,2,"{17, 11}",20,4,"{17: 0.5, 11: 0.5}",1.0722966973973536,1760963715
3,1,16,0.2127659574468085,False,5,"{2, 11, 14, 16, 17}",20,4,"{2: 0.19148936170212766, 16: 0.2127659574468085, 17: 0.10638297872340426, 11: 0.10638297872340426, 14: 0.3829787234042553}",1.0722966973973536,1760963715
4,3,17,0.03503184713375796,False,11,"{1, 2, 4, 5, 9, 11, 12, 14, 16, 17, 18}",20,4,"{17: 0.03503184713375796, 11: 0.03503184713375796, 14: 0.09766454352441614, 16: 0.07006369426751592, 2: 0.12738853503184713, 18: 0.08917197452229299, 1: 0.08917197452229299, 4: 0.17834394904458598, 9: 0.08917197452229299, 12: 0.08917197452229299, 5: 0.09978768577494693}",1.1546979088866853,1760963715
4,0,11,0.5,True,2,"{17, 11}",20,4,"{17: 0.5, 11: 0.5}",1.1546979088866853,1760963715
4,1,16,0.2229299363057325,False,5,"{2, 11, 14, 16, 17}",20,4,"{16: 0.2229299363057325, 17: 0.11146496815286625, 11: 0.11146496815286625, 2: 0.18471337579617833, 14: 0.36942675159235666}",1.1546979088866853,1760963715
4,2,1,0.11040339702760085,False,10,"{1, 2, 4, 9, 11, 12, 14, 16, 17, 18}",20,4,"{2: 0.1613588110403397, 9: 0.11040339702760085, 1: 0.11040339702760085, 12: 0.11040339702760085, 4: 0.09978768577494693, 18: 0.11040339702760085, 16: 0.0870488322717622, 17: 0.0435244161358811, 11: 0.0435244161358811, 14: 0.12314225053078556}",1.1546979088866853,1760963715
5,4,14,0.0798841059602649,False,11,"{1, 2, 4, 5, 9, 11, 12, 14, 16, 17, 18}",20,4,"{17: 0.030215231788079472, 11: 0.030215231788079472, 14: 0.0798841059602649, 16: 0.060430463576158944, 2: 0.10264900662251655, 18: 0.1560430463576159, 1: 0.07802152317880795, 4: 0.14072847682119205, 9: 0.07802152317880795, 12: 0.1560430463576159, 5: 0.08774834437086093}",1.2333543797551734,1760963715
5,0,11,0.5,True,2,"{17, 11}",20,4,"{17: 0.5, 11: 0.5}",1.2333543797551734,1760963715
5,1,16,0.23178807947019867,False,5,"{2, 11, 14, 16, 17}",20,4,"{16: 0.23178807947019867, 17: 0.11589403973509933, 11: 0.11589403973509933, 2: 0.17880794701986755, 14: 0.3576158940397351}",1.2333543797551734,1760963715
5,2,1,0.11589403973509933,False,10,"{1, 2, 4, 9, 11, 12, 14, 16, 17, 18}",20,4,"{9: 0.11589403973509933, 1: 0.11589403973509933, 12: 0.10616721854304635, 4: 0.09644039735099338, 18: 0.10616721854304635, 16: 0.0902317880794702, 17: 0.0451158940397351, 11: 0.0451158940397351, 2: 0.15728476821192053, 14: 0.1216887417218543}",1.2333543797551734,1760963715
5,3,17,0.03621688741721854,False,11,"{1, 2, 4, 5, 9, 11, 12, 14, 16, 17, 18}",20,4,"{2: 0.12417218543046357, 9: 0.09333609271523179, 5: 0.10513245033112582, 1: 0.09333609271523179, 12: 0.08567880794701986, 4: 0.17135761589403972, 18: 0.08567880794701986, 16: 0.07243377483443708, 17: 0.03621688741721854, 11: 0.03621688741721854, 14: 0.09644039735099338}",1.2333543797551734,1760963715
6,5,18,0.2202072086237923,True,12,"{1, 2, 4, 5, 9, 11, 12, 13, 14, 16, 17, 18}",20,4,"{17: 0.023009591697678074, 11: 0.04601918339535615, 14: 0.05814420741827839, 16: 0.04601918339535615, 2: 0.07379841710781487, 18: 0.2202072086237923, 1: 0.06017086849415588, 4: 0.1497982074532208, 9: 0.06017086849415588, 12: 0.11010360431189616, 5: 0.06813774306829498, 13: 0.08442091654000035}",1.3849188286931116,1760963716
6,0,11,0.488495204151161,False,2,"{17, 11}",20,4,"{17: 0.511504795848839, 11: 0.488495204151161}",1.3849188286931116,1760963716
6,1,16,0.24084071492216574,False,5,"{2, 11, 14, 16, 17}",20,4,"{16: 0.24084071492216574, 17: 0.11688243618638293, 11: 0.11688243618638293, 2: 0.17513147090168946, 14: 0.3502629418033789}",1.3849188286931116,1760963716
6,2,1,0.12294494819784405,False,10,"{1, 2, 4, 9, 11, 12, 14, 16, 17, 18}",20,4,"{9: 0.12294494819784405, 1: 0.12294494819784405, 12: 0.10525534182434439, 4: 0.09050089976763283, 16: 0.0945192794870451, 17: 0.04615895312472701, 11: 0.04615895312472701, 2: 0.15689152121879205, 14: 0.12236839806418925, 18: 0.09225675699285427}",1.3849188286931116,1760963716
6,3,17,0.03703024267519262,False,11,"{1, 2, 4, 5, 9, 11, 12, 14, 16, 17, 18}",20,4,"{2: 0.12388839387109736, 9: 0.0988521410975418, 5: 0.11227877072523018, 1: 0.0988521410975418, 12: 0.08495378863322676, 4: 0.1596694445900379, 16: 0.07576392892709262, 17: 0.03703024267519262, 11: 0.03703024267519262, 14: 0.09696524975103517, 18: 0.07471565595681115}",1.3849188286931116,1760963716
6,4,14,0.0813459824938414,False,11,"{1, 2, 4, 5, 9, 11, 12, 14, 16, 17, 18}",20,4,"{14: 0.0813459824938414, 2: 0.1037615528416933, 9: 0.08352988451526111, 5: 0.0947201984730157, 1: 0.08352988451526111, 12: 0.15682163635410662, 4: 0.1334975627653441, 16: 0.06391844436291211, 17: 0.03126474133864458, 11: 0.03126474133864458, 18: 0.1363453710012754}",1.3849188286931116,1760963716
7,6,9,0.054746880285575596,False,12,"{1, 2, 4, 5, 9, 11, 12, 13, 14, 16, 17, 18}",20,4,"{17: 0.0404062939993548, 11: 0.0404062939993548, 14: 0.0753027758599377, 16: 0.04132434477705989, 2: 0.06325053289154338, 18: 0.16444716459489692, 1: 0.054746880285575596, 4: 0.12076211781802394, 9: 0.054746880285575596, 12: 0.140520560417992, 5: 0.12508705653926513, 13: 0.07899909853142024}",1.6845857447728123,1760963732
7,0,11,0.4882545276937781,False,2,"{17, 11}",20,4,"{17: 0.5117454723062219, 11: 0.4882545276937781}",1.6845857447728123,1760963732
7,1,16,0.25462794070206013,False,5,"{2, 11, 14, 16, 17}",20,4,"{16: 0.25462794070206013, 17: 0.11697685426659954, 11: 0.11697685426659954, 2: 0.17482234436099747, 14: 0.3365960064037434}",1.6845857447728123,1760963732
7,2,1,0.13112071538616923,False,10,"{1, 2, 4, 9, 11, 12, 14, 16, 17, 18}",20,4,"{9: 0.13112071538616923, 12: 0.09971780114025224, 4: 0.08641510969877683, 16: 0.098805026516442, 17: 0.04620252592099035, 11: 0.04620252592099035, 2: 0.15674850232603013, 14: 0.1196918123136387, 1: 0.13112071538616923, 18: 0.08397526539054091}",1.6845857447728123,1760963732
7,3,17,0.0372308030909217,False,11,"{1, 2, 4, 5, 9, 11, 12, 14, 16, 17, 18}",20,4,"{2: 0.12437251455464739, 9: 0.10564141449163504, 5: 0.11316897862705431, 12: 0.08094524558235172, 4: 0.15252004184743775, 16: 0.07940762359013631, 17: 0.0372308030909217, 11: 0.0372308030909217, 14: 0.09540944461696631, 1: 0.10564141449163504, 18: 0.06843171601629276}",1.6845857447728123,1760963732
7,4,14,0.08102363415450388,False,11,"{1, 2, 4, 5, 9, 11, 12, 14, 16, 17, 18}",20,4,"{14: 0.08102363415450388, 2: 0.10537082317045594, 9: 0.09012575335940255, 5: 0.09657547462772965, 12: 0.1506296712805376, 4: 0.1292913974571953, 16: 0.06767119611916268, 17: 0.03179184216159503, 11: 0.03179184216159503, 1: 0.09012575335940255, 18: 0.12560261214841972}",1.6845857447728123,1760963732
7,5,18,0.2014827499917089,True,12,"{1, 2, 4, 5, 9, 11, 12, 13, 14, 16, 17, 18}",20,4,"{1: 0.06500975334734278, 2: 0.07513846135292646, 14: 0.05811306647049424, 11: 0.04698188922488777, 9: 0.06500975334734278, 4: 0.1456489820037928, 16: 0.048817990780297936, 5: 0.06971457514901366, 12: 0.10646977065312756, 17: 0.023490944612443884, 13: 0.09412206306662124, 18: 0.2014827499917089}",1.6845857447728123,1760963732
8,7,13,0.14743306487248378,True,13,"{1, 2, 4, 5, 9, 11, 12, 13, 14, 16, 17, 18, 20}",20,4,"{17: 0.034261415499340406, 11: 0.034261415499340406, 14: 0.06254696989733549, 16: 0.03649332557086904, 2: 0.05354312952026465, 18: 0.12697166055453238, 1: 0.049331831371752156, 4: 0.0977165372743429, 9: 0.049331831371752156, 12: 0.11278863304293976, 5: 0.1061698420736316, 13: 0.14743306487248378, 20: 0.08915034345141525}",1.7817405338347188,1760963954
8,0,11,0.4880343682568967,False,2,"{17, 11}",20,4,"{17: 0.5119656317431033, 11: 0.4880343682568967}",1.7817405338347188,1760963954
8,1,16,0.2672635539399882,False,5,"{2, 11, 14, 16, 17}",20,4,"{16: 0.2672635539399882, 17: 0.11668659695500673, 11: 0.11668659695500673, 14: 0.3251190441632612, 2: 0.17424420798673715}",1.7817405338347188,1760963954
8,2,1,0.13849601716773266,False,10,"{1, 2, 4, 9, 11, 12, 14, 16, 17, 18}",20,4,"{12: 0.09498999857007237, 4: 0.08284320682236751, 16: 0.10235741847531009, 17: 0.046031372934802826, 11: 0.046031372934802826, 9: 0.13849601716773266, 14: 0.11699468991535474, 2: 0.15602015660395413, 1: 0.13849601716773266, 18: 0.07773974940787019}",1.7817405338347188,1760963954
