window_index,out_batch_id,true_in_batch_id,correct_batch_prob,correct_batch_is_highest,anonymity_set_size,anonymity_set,n_clients,batch_size,batch_prob,sim_timestamp,utc_timestamp
1,0,12,0.0625,False,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{22: 0.125, 0: 0.0625, 5: 0.0625, 29: 0.0625, 25: 0.0625, 8: 0.0625, 12: 0.0625, 24: 0.0625, 16: 0.125, 19: 0.0625, 18: 0.0625, 13: 0.125, 14: 0.0625}",0.4455316776466262,1760306629
2,1,22,0.11965811965811966,True,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{22: 0.11965811965811966, 0: 0.0641025641025641, 5: 0.0641025641025641, 29: 0.0641025641025641, 25: 0.0641025641025641, 8: 0.0641025641025641, 12: 0.0641025641025641, 24: 0.0641025641025641, 16: 0.11965811965811966, 19: 0.0641025641025641, 18: 0.0641025641025641, 13: 0.11965811965811966, 14: 0.0641025641025641}",0.45926289964948547,1760306629
2,0,12,0.0641025641025641,False,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{19: 0.0641025641025641, 12: 0.0641025641025641, 18: 0.0641025641025641, 13: 0.11965811965811966, 14: 0.0641025641025641, 25: 0.0641025641025641, 16: 0.11965811965811966, 8: 0.0641025641025641, 29: 0.0641025641025641, 24: 0.0641025641025641, 5: 0.0641025641025641, 0: 0.0641025641025641, 22: 0.11965811965811966}",0.45926289964948547,1760306629
3,2,29,0.06159420289855073,False,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{22: 0.10748792270531402, 0: 0.12318840579710146, 5: 0.06159420289855073, 29: 0.06159420289855073, 25: 0.06159420289855073, 8: 0.06159420289855073, 12: 0.06159420289855073, 24: 0.06159420289855073, 16: 0.10748792270531402, 19: 0.06159420289855073, 18: 0.06159420289855073, 13: 0.10748792270531402, 14: 0.06159420289855073}",0.5112655078606686,1760306629
3,0,12,0.06582125603864734,False,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{12: 0.06582125603864734, 18: 0.06582125603864734, 13: 0.11533816425120773, 14: 0.06582125603864734, 25: 0.06582125603864734, 16: 0.11533816425120773, 8: 0.06582125603864734, 29: 0.06582125603864734, 24: 0.06582125603864734, 5: 0.06582125603864734, 0: 0.06159420289855073, 19: 0.06582125603864734, 22: 0.11533816425120773}",0.5112655078606686,1760306629
3,1,22,0.11533816425120773,True,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{19: 0.06582125603864734, 12: 0.06582125603864734, 18: 0.06582125603864734, 13: 0.11533816425120773, 14: 0.06582125603864734, 25: 0.06582125603864734, 16: 0.11533816425120773, 8: 0.06582125603864734, 29: 0.06582125603864734, 24: 0.06582125603864734, 5: 0.06582125603864734, 0: 0.06159420289855073, 22: 0.11533816425120773}",0.5112655078606686,1760306629
4,3,19,0.1124200605856614,True,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{22: 0.09222484012117133, 0: 0.10501514641534837, 5: 0.0562100302928307, 29: 0.0562100302928307, 25: 0.0562100302928307, 8: 0.0562100302928307, 12: 0.1124200605856614, 24: 0.0562100302928307, 16: 0.09222484012117133, 19: 0.1124200605856614, 18: 0.0562100302928307, 13: 0.09222484012117133, 14: 0.0562100302928307}",0.5464061128416811,1760306629
4,0,12,0.0638884214069337,False,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{12: 0.0638884214069337, 13: 0.1124200605856614, 14: 0.06786435543588018, 25: 0.06786435543588018, 16: 0.1124200605856614, 8: 0.06786435543588018, 29: 0.06786435543588018, 24: 0.06786435543588018, 5: 0.06786435543588018, 0: 0.05991248737798721, 19: 0.0638884214069337, 22: 0.1124200605856614, 18: 0.06786435543588018}",0.5464061128416811,1760306629
4,1,22,0.1124200605856614,True,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{19: 0.0638884214069337, 12: 0.0638884214069337, 13: 0.1124200605856614, 14: 0.06786435543588018, 25: 0.06786435543588018, 16: 0.1124200605856614, 8: 0.06786435543588018, 29: 0.06786435543588018, 24: 0.06786435543588018, 5: 0.06786435543588018, 0: 0.05991248737798721, 22: 0.1124200605856614, 18: 0.06786435543588018}",0.5464061128416811,1760306629
4,2,29,0.06361494446314372,False,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{22: 0.10501514641534837, 19: 0.05991248737798721, 12: 0.05991248737798721, 13: 0.10501514641534837, 14: 0.06361494446314372, 25: 0.06361494446314372, 0: 0.11982497475597442, 16: 0.10501514641534837, 8: 0.06361494446314372, 29: 0.06361494446314372, 24: 0.06361494446314372, 5: 0.06361494446314372, 18: 0.06361494446314372}",0.5464061128416811,1760306629
5,4,25,0.053988905636888455,False,14,"{0, 3, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{22: 0.08382407684280545, 0: 0.09505269517352487, 5: 0.053988905636888455, 29: 0.053988905636888455, 25: 0.053988905636888455, 8: 0.053988905636888455, 12: 0.10151525322365089, 24: 0.053988905636888455, 16: 0.08382407684280545, 19: 0.10151525322365089, 18: 0.053988905636888455, 13: 0.08382407684280545, 14: 0.053988905636888455, 3: 0.07252222839253786}",0.5543536257717049,1760306634
5,0,12,0.06208235947445184,False,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{12: 0.06208235947445184, 13: 0.10966820653334716, 14: 0.069785252674425, 25: 0.069785252674425, 16: 0.10966820653334716, 8: 0.069785252674425, 29: 0.069785252674425, 24: 0.069785252674425, 5: 0.069785252674425, 19: 0.06208235947445184, 22: 0.10966820653334716, 0: 0.058333892730079884, 18: 0.069785252674425}",0.5543536257717049,1760306634
5,1,22,0.10966820653334716,True,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{19: 0.06208235947445184, 12: 0.06208235947445184, 13: 0.10966820653334716, 14: 0.069785252674425, 25: 0.069785252674425, 16: 0.10966820653334716, 8: 0.069785252674425, 29: 0.069785252674425, 24: 0.069785252674425, 5: 0.069785252674425, 22: 0.10966820653334716, 0: 0.058333892730079884, 18: 0.069785252674425}",0.5543536257717049,1760306634
5,2,29,0.06552264946572525,False,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{22: 0.10266862760653457, 19: 0.058333892730079884, 12: 0.058333892730079884, 13: 0.10266862760653457, 14: 0.06552264946572525, 25: 0.06552264946572525, 16: 0.10266862760653457, 8: 0.06552264946572525, 29: 0.06552264946572525, 24: 0.06552264946572525, 5: 0.06552264946572525, 0: 0.11666778546015977, 18: 0.06552264946572525}",0.5543536257717049,1760306634
5,3,19,0.10966820653334716,True,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{0: 0.10266862760653457, 13: 0.09051242776153832, 12: 0.10966820653334716, 22: 0.09051242776153832, 25: 0.05806538229173659, 8: 0.05806538229173659, 14: 0.05806538229173659, 5: 0.05806538229173659, 19: 0.10966820653334716, 16: 0.09051242776153832, 29: 0.05806538229173659, 24: 0.05806538229173659, 18: 0.05806538229173659}",0.5543536257717049,1760306634
6,5,0,0.07203538140946147,False,17,"{0, 2, 3, 5, 8, 12, 13, 14, 15, 16, 18, 19, 21, 22, 24, 25, 29}",30,3,"{22: 0.09565428023726684, 0: 0.07203538140946147, 5: 0.04322887812838278, 29: 0.04322887812838278, 25: 0.04322887812838278, 8: 0.04322887812838278, 12: 0.07676750584706533, 24: 0.04322887812838278, 16: 0.0637695201581779, 19: 0.07676750584706533, 18: 0.04322887812838278, 13: 0.0637695201581779, 14: 0.04322887812838278, 3: 0.05871519866114373, 21: 0.06330631359432068, 15: 0.06330631359432068, 2: 0.06330631359432068}",0.6435716542803952,1760306731
6,0,12,0.060920741841344606,False,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{12: 0.060920741841344606, 14: 0.07158106037602019, 25: 0.07158106037602019, 16: 0.10787806579773905, 8: 0.07158106037602019, 29: 0.07158106037602019, 24: 0.07158106037602019, 5: 0.07158106037602019, 19: 0.060920741841344606, 22: 0.10402213192462907, 13: 0.10787806579773905, 0: 0.05731283016506225, 18: 0.07158106037602019}",0.6435716542803952,1760306731
6,1,22,0.10402213192462907,False,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{19: 0.060920741841344606, 12: 0.060920741841344606, 14: 0.07158106037602019, 25: 0.07158106037602019, 16: 0.10787806579773905, 8: 0.07158106037602019, 29: 0.07158106037602019, 24: 0.07158106037602019, 5: 0.07158106037602019, 22: 0.10402213192462907, 13: 0.10787806579773905, 0: 0.05731283016506225, 18: 0.07158106037602019}",0.6435716542803952,1760306731
6,2,29,0.06727660038060976,False,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{22: 0.09755153414477542, 19: 0.05731283016506225, 12: 0.05731283016506225, 14: 0.06727660038060976, 25: 0.06727660038060976, 16: 0.10113047126535361, 8: 0.06727660038060976, 29: 0.06727660038060976, 24: 0.06727660038060976, 5: 0.06727660038060976, 13: 0.10113047126535361, 0: 0.1146256603301245, 18: 0.06727660038060976}",0.6435716542803952,1760306731
6,3,19,0.10787806579773905,True,13,"{0, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{13: 0.0893737555428325, 12: 0.10787806579773905, 22: 0.0862661378617087, 25: 0.05972853545597065, 8: 0.05972853545597065, 14: 0.05972853545597065, 5: 0.05972853545597065, 19: 0.10787806579773905, 16: 0.0893737555428325, 29: 0.05972853545597065, 24: 0.05972853545597065, 0: 0.10113047126535361, 18: 0.05972853545597065}",0.6435716542803952,1760306731
6,4,25,0.05537114860547395,False,14,"{0, 3, 5, 8, 12, 13, 14, 16, 18, 19, 22, 24, 25, 29}",30,3,"{0: 0.09336065440772531, 13: 0.08253266977737497, 12: 0.09957241282328844, 22: 0.07968930004427312, 25: 0.05537114860547395, 3: 0.07514184010835712, 8: 0.05537114860547395, 14: 0.05537114860547395, 5: 0.05537114860547395, 19: 0.09957241282328844, 16: 0.08253266977737497, 29: 0.05537114860547395, 24: 0.05537114860547395, 18: 0.05537114860547395}",0.6435716542803952,1760306731
