window_index,out_batch_id,true_in_batch_id,correct_batch_prob,correct_batch_is_highest,anonymity_set_size,anonymity_set,n_clients,batch_size,batch_prob,sim_timestamp,utc_timestamp
1,0,16,0.1111111111111111,False,7,"{1, 4, 11, 15, 16, 17, 19}",20,5,"{4: 0.1111111111111111, 1: 0.2222222222222222, 19: 0.2222222222222222, 16: 0.1111111111111111, 17: 0.1111111111111111, 15: 0.1111111111111111, 11: 0.1111111111111111}",0.4760616244435768,1759875166
2,1,1,0.20588235294117646,True,7,"{1, 4, 11, 15, 16, 17, 19}",20,5,"{4: 0.11764705882352941, 1: 0.20588235294117646, 19: 0.20588235294117646, 16: 0.11764705882352941, 17: 0.11764705882352941, 15: 0.11764705882352941, 11: 0.11764705882352941}",0.5108110152279408,1759875166
2,0,16,0.11764705882352941,False,7,"{1, 4, 11, 15, 16, 17, 19}",20,5,"{11: 0.11764705882352941, 4: 0.11764705882352941, 15: 0.11764705882352941, 1: 0.20588235294117646, 19: 0.20588235294117646, 17: 0.11764705882352941, 16: 0.11764705882352941}",0.5108110152279408,1759875166
3,2,11,0.11016949152542373,False,7,"{1, 4, 11, 15, 16, 17, 19}",20,5,"{4: 0.11016949152542373, 1: 0.1694915254237288, 19: 0.1694915254237288, 16: 0.11016949152542373, 17: 0.22033898305084745, 15: 0.11016949152542373, 11: 0.11016949152542373}",0.5950811526013065,1759875166
3,0,16,0.125,False,7,"{1, 4, 11, 15, 16, 17, 19}",20,5,"{4: 0.125, 15: 0.125, 1: 0.19491525423728814, 19: 0.19491525423728814, 17: 0.11016949152542373, 11: 0.125, 16: 0.125}",0.5950811526013065,1759875166
3,1,1,0.19491525423728814,True,7,"{1, 4, 11, 15, 16, 17, 19}",20,5,"{11: 0.125, 4: 0.125, 15: 0.125, 1: 0.19491525423728814, 19: 0.19491525423728814, 17: 0.11016949152542373, 16: 0.125}",0.5950811526013065,1759875166
4,3,19,0.09923664122137404,False,10,"{1, 4, 8, 9, 10, 11, 15, 16, 17, 19}",20,5,"{4: 0.07204198473282443, 1: 0.14885496183206107, 19: 0.09923664122137404, 16: 0.07204198473282443, 17: 0.12595419847328243, 15: 0.07204198473282443, 11: 0.07204198473282443, 8: 0.11259541984732824, 10: 0.11259541984732824, 9: 0.11259541984732824}",0.7044989562044239,1759875166
4,0,16,0.13120229007633588,False,7,"{1, 4, 11, 15, 16, 17, 19}",20,5,"{15: 0.13120229007633588, 1: 0.1784351145038168, 19: 0.1898854961832061, 17: 0.10687022900763359, 4: 0.13120229007633588, 11: 0.13120229007633588, 16: 0.13120229007633588}",0.7044989562044239,1759875166
4,1,1,0.1784351145038168,False,7,"{1, 4, 11, 15, 16, 17, 19}",20,5,"{4: 0.13120229007633588, 15: 0.13120229007633588, 1: 0.1784351145038168, 19: 0.1898854961832061, 17: 0.10687022900763359, 11: 0.13120229007633588, 16: 0.13120229007633588}",0.7044989562044239,1759875166
4,2,11,0.1159351145038168,False,7,"{1, 4, 11, 15, 16, 17, 19}",20,5,"{11: 0.1159351145038168, 17: 0.21374045801526717, 4: 0.1159351145038168, 15: 0.1159351145038168, 1: 0.15648854961832062, 19: 0.16603053435114504, 16: 0.1159351145038168}",0.7044989562044239,1759875166
