window_index,out_batch_id,true_in_batch_id,correct_batch_prob,correct_batch_is_highest,anonymity_set_size,anonymity_set,n_clients,batch_size,batch_prob,sim_timestamp,utc_timestamp
1,0,2,0.25,True,4,"{0, 2, 4, 6}",10,3,"{6: 0.25, 2: 0.25, 0: 0.25, 4: 0.25}",0.35808051720214135,1759918439
2,1,6,0.25,True,4,"{0, 2, 4, 6}",10,3,"{6: 0.25, 2: 0.25, 0: 0.25, 4: 0.25}",0.3812437851918407,1759918439
2,0,2,0.25,True,4,"{0, 2, 4, 6}",10,3,"{2: 0.25, 4: 0.25, 0: 0.25, 6: 0.25}",0.3812437851918407,1759918439
3,2,0,0.25,True,4,"{0, 2, 4, 6}",10,3,"{6: 0.25, 2: 0.25, 0: 0.25, 4: 0.25}",0.40934370357656236,1759918439
3,0,2,0.25,True,4,"{0, 2, 4, 6}",10,3,"{4: 0.25, 0: 0.25, 2: 0.25, 6: 0.25}",0.40934370357656236,1759918439
3,1,6,0.25,True,4,"{0, 2, 4, 6}",10,3,"{2: 0.25, 4: 0.25, 0: 0.25, 6: 0.25}",0.40934370357656236,1759918439
4,3,4,0.08,False,8,"{0, 1, 2, 3, 4, 5, 6, 7}",10,3,"{6: 0.04, 2: 0.04, 0: 0.04, 4: 0.08, 1: 0.16, 3: 0.32, 5: 0.16, 7: 0.16}",0.9540407207829882,1759918439
4,0,2,0.25333333333333335,True,4,"{0, 2, 4, 6}",10,3,"{4: 0.24, 0: 0.25333333333333335, 2: 0.25333333333333335, 6: 0.25333333333333335}",0.9540407207829882,1759918439
4,1,6,0.25333333333333335,True,4,"{0, 2, 4, 6}",10,3,"{2: 0.25333333333333335, 4: 0.24, 0: 0.25333333333333335, 6: 0.25333333333333335}",0.9540407207829882,1759918439
4,2,0,0.25333333333333335,True,4,"{0, 2, 4, 6}",10,3,"{6: 0.25333333333333335, 2: 0.25333333333333335, 4: 0.24, 0: 0.25333333333333335}",0.9540407207829882,1759918439
5,4,1,0.16535433070866143,False,8,"{0, 1, 2, 3, 4, 5, 6, 7}",10,3,"{6: 0.03937007874015748, 2: 0.03937007874015748, 0: 0.07874015748031496, 4: 0.07874015748031496, 1: 0.16535433070866143, 3: 0.2677165354330709, 5: 0.16535433070866143, 7: 0.16535433070866143}",1.059021319280802,1759918440
5,0,2,0.25984251968503935,True,4,"{0, 2, 4, 6}",10,3,"{0: 0.24671916010498687, 4: 0.2335958005249344, 6: 0.25984251968503935, 2: 0.25984251968503935}",1.059021319280802,1759918440
5,1,6,0.25984251968503935,True,4,"{0, 2, 4, 6}",10,3,"{4: 0.2335958005249344, 0: 0.24671916010498687, 6: 0.25984251968503935, 2: 0.25984251968503935}",1.059021319280802,1759918440
5,2,0,0.24671916010498687,False,4,"{0, 2, 4, 6}",10,3,"{6: 0.25984251968503935, 4: 0.2335958005249344, 0: 0.24671916010498687, 2: 0.25984251968503935}",1.059021319280802,1759918440
5,3,4,0.07874015748031496,False,8,"{0, 1, 2, 3, 4, 5, 6, 7}",10,3,"{2: 0.03937007874015748, 4: 0.07874015748031496, 0: 0.03937007874015748, 1: 0.1732283464566929, 3: 0.28346456692913385, 5: 0.1732283464566929, 6: 0.03937007874015748, 7: 0.1732283464566929}",1.059021319280802,1759918440
6,5,7,0.17721518987341772,False,8,"{0, 1, 2, 3, 4, 5, 6, 7}",10,3,"{6: 0.0379746835443038, 2: 0.0379746835443038, 0: 0.0759493670886076, 4: 0.0759493670886076, 1: 0.17721518987341772, 3: 0.24050632911392406, 5: 0.17721518987341772, 7: 0.17721518987341772}",1.0650624174422492,1759918440
6,0,2,0.26582278481012656,True,4,"{0, 2, 4, 6}",10,3,"{0: 0.24050632911392406, 4: 0.22784810126582278, 6: 0.26582278481012656, 2: 0.26582278481012656}",1.0650624174422492,1759918440
6,1,6,0.26582278481012656,True,4,"{0, 2, 4, 6}",10,3,"{4: 0.22784810126582278, 0: 0.24050632911392406, 6: 0.26582278481012656, 2: 0.26582278481012656}",1.0650624174422492,1759918440
6,2,0,0.24050632911392406,False,4,"{0, 2, 4, 6}",10,3,"{6: 0.26582278481012656, 4: 0.22784810126582278, 0: 0.24050632911392406, 2: 0.26582278481012656}",1.0650624174422492,1759918440
6,3,4,0.0759493670886076,False,8,"{0, 1, 2, 3, 4, 5, 6, 7}",10,3,"{1: 0.18565400843881857, 3: 0.25316455696202533, 5: 0.18565400843881857, 2: 0.0379746835443038, 4: 0.0759493670886076, 0: 0.0379746835443038, 6: 0.0379746835443038, 7: 0.18565400843881857}",1.0650624174422492,1759918440
6,4,1,0.17721518987341772,False,8,"{0, 1, 2, 3, 4, 5, 6, 7}",10,3,"{2: 0.0379746835443038, 4: 0.0759493670886076, 0: 0.0759493670886076, 1: 0.17721518987341772, 3: 0.24050632911392406, 5: 0.17721518987341772, 6: 0.0379746835443038, 7: 0.17721518987341772}",1.0650624174422492,1759918440
7,2,0,0.6785714285714286,True,2,"{0, 4}",10,3,"{0: 0.6785714285714286, 4: 0.32142857142857145}",1.2841567377893621,1759918440
7,0,2,0.35714285714285715,True,4,"{0, 2, 4, 6}",10,3,"{0: 0.09523809523809523, 6: 0.35714285714285715, 2: 0.35714285714285715, 4: 0.19047619047619047}",1.2841567377893621,1759918440
7,1,6,0.35714285714285715,True,4,"{0, 2, 4, 6}",10,3,"{6: 0.35714285714285715, 0: 0.09523809523809523, 2: 0.35714285714285715, 4: 0.19047619047619047}",1.2841567377893621,1759918440
7,3,4,0.07142857142857142,False,8,"{0, 1, 2, 3, 4, 5, 6, 7}",10,3,"{1: 0.18452380952380953, 3: 0.25, 5: 0.18452380952380953, 2: 0.05357142857142857, 0: 0.017857142857142856, 6: 0.05357142857142857, 7: 0.18452380952380953, 4: 0.07142857142857142}",1.2841567377893621,1759918440
7,4,1,0.18055555555555555,False,8,"{0, 1, 2, 3, 4, 5, 6, 7}",10,3,"{2: 0.05357142857142857, 0: 0.03571428571428571, 1: 0.18055555555555555, 3: 0.24404761904761904, 5: 0.18055555555555555, 6: 0.05357142857142857, 7: 0.18055555555555555, 4: 0.07142857142857142}",1.2841567377893621,1759918440
7,5,7,0.18055555555555555,False,8,"{0, 1, 2, 3, 4, 5, 6, 7}",10,3,"{7: 0.18055555555555555, 2: 0.05357142857142857, 0: 0.03571428571428571, 1: 0.18055555555555555, 3: 0.24404761904761904, 5: 0.18055555555555555, 6: 0.05357142857142857, 4: 0.07142857142857142}",1.2841567377893621,1759918440
8,6,3,0.13490035769034237,False,9,"{0, 1, 2, 3, 4, 5, 6, 7, 8}",10,3,"{6: 0.032192130812468064, 2: 0.032192130812468064, 0: 0.032192130812468064, 4: 0.04292284108329075, 1: 0.2340316811446091, 3: 0.13490035769034237, 5: 0.11701584057230455, 7: 0.11701584057230455, 8: 0.2575370464997445}",1.4319985634280885,1759918440
8,0,2,0.3643331630045989,True,4,"{0, 2, 4, 6}",10,3,"{0: 0.09044455799693409, 6: 0.3643331630045989, 2: 0.3643331630045989, 4: 0.18088911599386817}",1.4319985634280885,1759918440
8,1,6,0.3643331630045989,True,4,"{0, 2, 4, 6}",10,3,"{6: 0.3643331630045989, 0: 0.09044455799693409, 2: 0.3643331630045989, 4: 0.18088911599386817}",1.4319985634280885,1759918440
8,2,0,0.6714358712314767,True,2,"{0, 4}",10,3,"{4: 0.32856412876852326, 0: 0.6714358712314767}",1.4319985634280885,1759918440
8,3,4,0.07153806847215124,False,8,"{0, 1, 2, 3, 4, 5, 6, 7}",10,3,"{3: 0.2391415431783342, 5: 0.19724067450178845, 1: 0.16964741951967297, 2: 0.05365355135411344, 0: 0.01788451711803781, 6: 0.05365355135411344, 4: 0.07153806847215124, 7: 0.19724067450178845}",1.4319985634280885,1759918440
8,4,1,0.1660705160960654,False,8,"{0, 1, 2, 3, 4, 5, 6, 7}",10,3,"{1: 0.1660705160960654, 3: 0.2335206949412366, 5: 0.19289729177312212, 2: 0.05365355135411344, 0: 0.03576903423607562, 6: 0.05365355135411344, 4: 0.07153806847215124, 7: 0.19289729177312212}",1.4319985634280885,1759918440
8,5,7,0.19289729177312212,False,8,"{0, 1, 2, 3, 4, 5, 6, 7}",10,3,"{2: 0.05365355135411344, 0: 0.03576903423607562, 1: 0.1660705160960654, 3: 0.2335206949412366, 5: 0.19289729177312212, 6: 0.05365355135411344, 4: 0.07153806847215124, 7: 0.19289729177312212}",1.4319985634280885,1759918440
9,6,3,0.4414715719063545,True,4,"{0, 1, 3, 4}",10,3,"{0: 0.10535117056856187, 4: 0.07023411371237458, 1: 0.38294314381270905, 3: 0.4414715719063545}",1.586629285095411,1759918440
9,0,2,0.387123745819398,True,4,"{0, 2, 4, 6}",10,3,"{2: 0.387123745819398, 6: 0.387123745819398, 0: 0.07525083612040134, 4: 0.1505016722408027}",1.586629285095411,1759918440
